src_word	trg_word	src_ctx
account	erachten	We see it as a very positive sign that, in her own conclusions, the rapporteur has taken account of our committee' s proposal that the Cohesion Fund countries should broaden the research infrastructure by locating universities and colleges in such a way that they would serve those who live in undeveloped regions better than now and make it easier for educated people to remain in their home districts.
address	Rede	In October last year - and again in January with Ms Gomes - I had the opportunity to address the Iraqi Parliament in plenary session.
address	richten	The ELDR amendments address these developmental and financial concerns.
advocate	Befürworter	This is not a simple issue and divides the supporters of a certain degree of freedom of decision-making in this field by the Member States and their public services from those who advocate a single harmonised market being imposed on these States for the dissemination and re-use of their information.
advocate	befürworten	That is why we advocate a genuine Growth, Employment and Social Progress Pact.
affect	Affekt	The displacement from signs to senses in Oshimas film title evidences the shift from power as a discursive tool, to power as a quality of perception, the shift of balance from power as representation to power as feeling or affect.
affect	angreifen	The fact is, and you know this as well as I do, Mr Bonde, that there are parties which promote ideologies which jeopardise the system itself and which affect the set of values which are the very essence of the European Union, which are ultimately part of the justification for creating the European Union in the first place.
affect	beeinflussen	The government can directly affect wage levels in these firms, thereby altering the general wage level in the economy.
affect	befallen	Viruses affect programs or write into the boot sector of hard disks, some of them are not found in files on the disk but exist in the virtual memory space of the PC (the latter can be eliminated with a reboot).
affect	betreffen	The Federal Government's objectives in the field of climate protection also affect mobility.
affect	sich auswirken	Their results may be very specific, because Parliament is calling, through the report, for specific budgets to be earmarked via the financial perspective, for assistance for the Secretariat of the Union for the Mediterranean in Barcelona and, of course, for the various differences which exist not to affect the objectives of the Union per se, which are growth, improved individual and human rights, cultural exchanges, energy issues and whatever else can link the peoples living there to the Mediterranean basin.
affect	treffen	simplifying VAT through the universal abolition of both VAT itself and all consumption taxes, which are particularly unfair as they mainly affect lower income classes, and replacing these with a sizeable increase in corporation tax and a steeply graduated tax on all forms of revenue from capital.
after	gemäß	If the Contractor receives an urgent request for the Order pursuant to item 2, section 2.3., it is obliged to send the Order off immediately after the urgent request.
after	nach	In its explanatory report the Commission indicated the sums made available for Tempus in previous years, but it cannot prejudge what will be provided for Tempus from the aid programmes after 2000, since no financial planning has yet taken place for the new rules that are to be applied in those specific countries from 2000 onwards.
after	um	In a leap year, the month Intercalaris began with the day after 23 February, the latter day having been called Terminalia.
age	Zeit	The recent volatility in global capital markets should give pause to those who say German leaders, who have been arguing for greater transparency in global hedge funds, are just sore losers US and UK policymakers, in particular, say the German whining is nonsense, and that hedge funds, along with other new age financial entities such as private equity firms are key innovators in today’s, global economy.
aggregate	Aggregat	The aggregate is especially effective for charging batteries.
aggregate	Summe	5.3 Other than personal injury or death caused by AH's negligence, (for which no limit applies), AH's maximum aggregate liability to the Partner shall be limited to the total commissions paid to Partner during the 3 calendar months immediately prior to the date on which liability arose.
aim	einrichten	The blame for this situation lies with those who, along society's path towards progress, aim to build a global government which includes the very bodies which will make an enormous profit from carbon trading whilst simultaneously brainwashing the little people with threats of climate change.
aim	zielen	With the MMP Biathlon 09 you aim and shoot with a short light pulse that is visible as a small red dot as known from laser pointers.
air	Auftreten	I also wish to point out that while respiratory illnesses rank second as a cause of death and in terms of incidence, prevalence and cost, within the EU they constitute the main cause of death among children under the age of five and are continuing to progress on account of indoor and outdoor air pollution in particular.
air	Touch	The New York based designer, Moises de la Renta, has designed a limited edition collection of t-shirts for MANGO, in which this garment is reinterpreted in various ways: embellishing it with jewels, precious stones and tulle and giving it a customised deluxe air, as well as creating graphic illusions by employing heraldic symbols combined with transparencies and patchwork effects.
air	Weise	Ideally, it would be an energising open-air activity out in the fresh air, helping you to relax and reduce stress.
air	Wetter	Other contaminants, such as industrial waste water, urban waste water, landfill leachate, thermal pollution from corresponding sources, the pollution of lakes with air pollutants from incineration units which are brought down with the weather etc., are left out of account. However, the chemical pollution of surface waters may cause disruptions to water ecosystems, destroying biodiversity, or contaminants may accumulate in the food chain from poisoned fish.
air	lüften	Dangerous for humans is the eliminated faeces of the mites if flinged through the air while vacuum cleaning and ventilating and getting into the respiratory tracts.
air	Äther	Conferences CNL, a water christening in Jordan, visiting of Holy sites in Israel, the General Prayer for Awakening – and all it on the air, such yet was not in announcement practice as the majority of programs registers and after video processing stands out in an aether.
alert	alarmieren	This tool can be quite useful if properly customized to alert the administrator of unusual system events.
alert	aufmerksam	I do, however, believe that we need to remain alert to the renewal of the car population and thus implement the most recent Euro standards in the hope of achieving significant results on air quality.
alert	wachsam	Above all, it requires international agencies and groupings that remain alert to the risks of illiberal democracies.
all	alle	Higgs and his colleagues suggested that every elementary particle really is massless, just as the mathematical models require, and hence all particles would ordinarily zip around at the speed of light.
all	ganze	The spacious and very refind apartments are all equiped with tv color and washing machine, and are furnish to you according to the taste of the single owners.
all	sämtlich	In conclusion, I want to say that these matters are important and that what we have here are Parliament's proposals. Parliament has seen all its important points of view taken into account.
along	an	From Lipník nad Bečvou it is best to take Loučská Street, take a right just after the railroad overpass and follow the railway line along the field path called Venedik all the way to Jezernice.
along	entlang	Its population is estimated at about thirty pairs distributed along the central chain in the Cap Corse and Castagniccia.
along	vorwärts	I believe that Sweden, which is itself a model of transparency, is called upon as the present incumbent of the presidency to take us another step along this road.
along	weiter	We pass signposts and proceed along the good cobbled path until, just after this, we arrive at a wooden panel bearing an inscription.
amount	Höhe	In Limit Omaha, players must bet a pre-determined fixed amount per each round.
amount	Maß	This is an enormous amount of trust and hence it is also an enormous responsibility for us all to meet our citizens' expectations and demands for the changes that are needed and to build a citizens' Europe.
amount	Menge	The amount of radiation emitted by such a nucleus overwhelms the light from the rest of the galaxy, so that only special observational techniques can reveal the rest of the galaxy's existence.
amount	Stärke	Today, the strength of Europe is being marred and eroded by a monumental amount of debt.
amount	Summe	They are simply part of normal business and we should not be perturbed by the amount of money involved.
amount	Umfang	In that context, will you use that information in your negotiations with the Council to try to push up the amount of money available in the 2007-2013 financial perspective?
anger	Entrüstung	European citizens have used this last resort as a way of expressing their anger and indignation at the disruption and even destruction of their daily way of life, foisted on them by bureaucrats for a purpose that sometimes escapes us and for stakes that do not justify it.
anger	Groll	I do not want to depict a doom scenario for the future, nor do I want to look back in anger about the failure of Copenhagen - although I am angry.
anger	Verärgerung	What we felt at the G90 meeting this morning – and Commissioner Mandelson will confirm this – was a terrific sense of anger and, indeed, of betrayal.
anger	Zorn	27 And it came to pass that Coriantumr was exceedingly angry with Shared, and he went against him with his armies to battle; and they did meet in great anger, and they did meet in the valley of Gilgal; and the battle became exceedingly sore.
anger	verärgern	Little by little anger discovering their abilities, and its past kriptoniano.Esto will also make his relationship with his friends change, especially with Lex Luthor, who happened to be his best friend to your worst enemy, because of the obsession with Lex Their secret, which sometimes creates alienation with his love of adolescence Lana Lang.
anger	Ärger	But it seems obvious that increasing economic inequality in the US and, indeed, throughout the OECD, has stoked a perception of injustice and growing anger.
angle	Ecke	Sponsors: Crescent warrior, credit, nose job, NCCU, love, city, SEO, Internet marketing, entrepreneurship, salt, salt, salt, Meimei angle corner.
angle	Perspektive	- (DA) We are in favour of the humanitarian angle from which the report has been drawn up.
angle	Position	SIMODRIVE sensors are rotary measuring systems (encoders) for sensing the position, angle and speed or velocity on machines.
angle	Winkel	However, the composites cured with LEDs show, in general, higher chroma angle and pitch that cured with halogen.
annex	annektieren	Despite trying to annex an Arab neighbor, Saddam was able to claim the nationalist mantle against the Americans.
annex	einverleiben	Secondly, I would point out that Cyprus's accession to the European Union is made very awkward by the Turkish occupation because a Turkish invasion bridgehead via Cyprus is unacceptable to us, but I would also remind you that the Turkish foreign minister is on record as saying in so many words that if Cyprus becomes a member of the European Union Turkey will annex the northern part of Cyprus.
answer	Entgegnung	However, in answer to the previous Member's reply she herself said that the Council hoped to bring about membership of an undivided island.
answer	beantworten	If the Council is unable, or unwilling, to be present to answer this oral question, I see little point in considering either the Treaty or the oral question.
answer	entgegen	Our answer to the refrain repeated by most resolutions on 'preventing illegal immigration' is the need to regularise the situation of all so-called illegal immigrants.
answer	entsprechen	Mr President, Mr President of the Council, Madam Commissioner, ladies and gentlemen, with the constructive attitude of both branches of the budgetary authority, the European Parliament and the European Council, and with the support of the Commission, it has been possible, throughout the different phases of the complex budgetary process, to find an answer to a series of new challenges, ensure that previous commitments are fulfilled and deal with most of the priorities defined for 2002.
arch	Wölbung	The coloured arch on top is probably the kaporet, 'Mercy Seat.
arm	Waffe	The economic studies so far rather lead to believe that software patents are an arm in the hands of large enterprises which use them in order to block all inconvenient innovation or to restrict the development of free software.
arm	rüsten	The Member States, who have a very bloody history of conflict between them, no longer arm themselves against each other.
around	gegen	The purpose of the trip (which we called the Panda Security to an exceptional addition to the bilbaina lunch) was the view from the frontline battle that kept the Spanish company technicians against malware writers from around the world.
around	ungefähr	I commenced my report around 10 January.
arrest	Festnahme	The point is, however, that the arrest and imprisonment of the thirteen Jews from Shiraz up to now has been a real caricature of a normal judicial process, a process that the constitution of the Islamic Republic itself actually provides for.
arrest	Gefangennahme	The arrest of Israeli soldiers by Hezbollah was the pretext to apply a prepared plan.
arrest	aufhalten	Central banks have been handed the job of keeping economies afloat, but most of the money that they print remains stuck in the banking system, unable to arrest stagnating consumption and falling investment.
arrest	festnehmen	The Council must therefore exert pressure on all those who are responsible for SFOR to arrest Karadzic.
associate	Partner	It should have been made clear to Turkey that it would lose its status as an associate of the European Union if it did not leave Northern Cyprus immediately.
associate	verbinden	That is what happened in the 1970’s, during the original wave of currency turmoil: the Scandinavians and the Swiss negotiated to associate themselves with a European currency regime.
attempt	Ansatz	I will limit myself to mentioning the three main reasons for this pessimism, in the hope, of course, that I will be proved wrong. Firstly, the slow pace of the attempt to place the environmental dimension on a genuinely equal footing with the economic and social dimensions, evidence of which is the fact that only some of the indicators for assessing progress made have been established thus far.
attempt	Unternehmen	This debate should also help multinationals to realise that they cannot simply use and discard; they cannot receive incentives such as Community funding or tax breaks in one Member State and then head off to another in an attempt to obtain further support and more benefits.
attempt	unternehmen	This debate should also help multinationals to realise that they cannot simply use and discard; they cannot receive incentives such as Community funding or tax breaks in one Member State and then head off to another in an attempt to obtain further support and more benefits.
attribute	Merkmal	Reduction to the essential is an attribute of his way of working, which often adds a graphical component to his works. Whether classic or vanguard, his pictures showcase straight and right to the point.
attribute	zuschreiben	Agencies are powers (Kräfte); they are capable of self-subjectivation and can become antagonistic, they perform resistance and attack, they are mixed in with the others, the borders between them blur, they let themselves be anthropomorphized, one can even attribute certain character traits to them, and so forth.
average	Mittel	In some countries, vast expanses have under 400 millimetres per year, that is, semi-arid zones, while in others the average far exceeds 2 500 or 3 000 millimetres.
average	durchschnittlich	There have been 6 500 petitions with 10 million signatures during this parliamentary term, which works out at an average of almost four petitions and 5 000 signatures every twenty-four hours, including Sundays and holidays.
average	mittlere	Another point, Mr President, is the very high average salary level of officials working for Parliament.
award	Auszeichnung	EMAS is the highest European award for systematic, economic environmental management.
award	Verleihung	So your remarks are welcome, but the Minutes show that yesterday, immediately after we learned of the award, I did address Parliament along those lines.
award	bewilligen	After all, it entails a huge amount of administration and, with this, overheads, because the Commission can only award subsidies to organisations up to the amount that is actively mentioned on the budget line.
award	geben	I want to be grateful from this platform for his collaboration and to give him the congratulations for the First Award of Short Narrative for Young people 2009 summoned by the Councillorship of the Youth of the Excmo.
award	vergeben	The European Research Council, which is to award research grants on the basis of peer-reviewed excellence, will therefore be an important step forward, and the EU should further increase its funding.
award	verleihen	It would be good - I am addressing the Commissioner and the President here - if the European delegation in New York promoted and gained support for the campaign to award the Nobel Peace Prize to the women of Africa, symbolically represented by the leaders of associations active in those countries worst affected by conflicts and poverty.
baby	Baby	Quiet baby syndrome, for example, when mothers praise their babies for never crying, is now considered a warning sign for methyl mercury-induced brain damage in children.
baby	Kleine	: Tiny bits changed after some nagging from baby.
bag	Beutel	Foam-in-Bag: Foam-filled bags can be created in a variety of sizes and shapes and used for void fill, blocking and bracing and moulded cushions.
bag	Koffer	It's not easy to selct the right bag or transport solution when checking all those offers on the market.
bag	Reisetasche	Description: bag for hunters from canvas with two stiff removable partition-walls, lots of outside pockets.
bag	Tüte	On 4 March 2002, our environment minister introduced a plastic bag tax in Ireland, 15% per bag.
bag	fangen	It seems like only yesterday I was packing the bag to catch the flight to FISL.
bag	verpacken	A bag from chamber is opened by machine, then it is filled with goods and closed.
ball	Ball	Most sports certainly contribute to physical fitness – as do some other expressions of culture, such as ballet – but what we admire in a player who can do extraordinary things with a ball is a technique that is utterly useless outside the playing field and has taken thousands of hours of practice to bring to perfection.
ball	Baseball	Softball is a team sport in which a ball , eleven to twelve inches (28 to 30.5 centimeters ) in circumference, is thrown by a player called a pitcher and hit by an offensive player called a batter with a round, smooth stick called a bat (usually wooden or metal). Scoring is accomplished by the batter running and touching a series of three markers on the ground called bases, and then touching the final marker, called home plate.
balloon	Ballon	All of which lead to market abandonment of the use of a gastric balloon to reduce stomach volume.
balloon	Blase	At the end of treatment, the fluid in the balloon is removed under direct visualization to empty the balloon.
balloon	Luftballon	Until we start looking at the development aspect of this issue, it will be like squeezing a balloon: if you apply pressure somewhere, you just get a different shape somewhere else.
balloon	Sprechblase	This is the information that will appear in the balloon associated with your building when it's viewed in Google Earth.
ban	Verbot	To the anti-prohibitionists, who feel that this ban would, on the contrary, make cigarettes more attractive to young people, I would answer with an ethical argument.
ban	verbieten	Two significant directives were adopted in 2000, which ban discrimination on the grounds of race or ethnic origin, religious belief or conviction, age, disability or sexual orientation.
bank	Bord	Afterwards he started to work as a financial consultant for an Investment bank in Berlin.
bank	Ufer	Bridges are rare in Russia and one day we wait at the river bank for the ferry. We wait the whole day.
bank	Wall	After he was caught spending $1.2 million, even as Merrill Lynch disintegrated, to decorate his new office, Bank of America had to fire him to placate growing revulsion over Wall Street’s out-of-control culture of entitlement.
bare	bloß	Diagnosing and exposing, praising and rebuking, taunting and teasing, disguising and laying bare, international standard caricatures present us with an interesting and rewarding look at kitchens, suites and restaurants.
bare	entblößt	24 The Lord hath made bare his holy a arm in the eyes of all the nations, and all the ends of the earth shall see the salvation of our God?
bare	nüchtern	As little psychological dramas unfold on the black, bare stage, it soon becomes clear that these sculpture superstars are fickle creatures.
bargain	Schnäppchen	Here you to find rare and exquisite Chinese antiques and bag a bargain in Upper Lascar Row (Cat Street), which specialises in jade, silk products, embroideries and wooden handicraft items.
bargain	feilschen	In many countries (all over the third world and also over much of Mediterranean Europe), you will be constantly expected to barter and bargain in the marketplace.
bark	Bellen	"In conclusion, let me offer the Commission some advice: do not confuse Mr Elles' statement that ""the auditor is a watchdog not a bloodhound' with the saying ""his bark is worse than his bite' ."
bark	Rinde	Szczygłów handful took the pitch at the same pear tree, wydziobując deposited from the remnants of the bark, which previously penetrated the spotted woodpeckers.
bark	bellen	"In conclusion, let me offer the Commission some advice: do not confuse Mr Elles' statement that ""the auditor is a watchdog not a bloodhound' with the saying ""his bark is worse than his bite' ."
basic	grundlegend	As standards are important, a standard for drawing and moving windows on a screen, interacting with the user through mouse, keyboard and other basic, yet important aspects has been created and named the X Window System, commonly abbreviated as X11 or just X.
battle	Schlacht	Guillaume with the battle of Hastings.
battle	Streit	What makes it that is our unique form of cooperation, our focus on solidarity, and our capacity for commitment, united by values and dialogue rather than by battle.
battle	kämpfen	A large banner on the door of a club night: We welcome the Palestinians returning from battle.
battle	streiten	A majority in our group supports precisely this approach, which involves making work on Europe more transparent and going into battle for Europe’s cause.
bay	Bai	Predominated by sand beaches. Sant Antoni and Palamos’ bay is one of the biggers of Costa Brava.
bay	Bucht	The hotel commands an impressive position in the centre of Albufeira´s old town, set into the cliff with a magnificent breathtaking view over the bay, directly above Albufeira´s spendid sandy beach, which can be reached with the hotel´s lift or after a nice stroll from the street, down the steps.
bay	Erker	Impressive arched doors, small windows just big enough to let the light through, contrasting large bay windows, decorative wrought iron and traditional adornment make practically every house a piece of cultural history worth discovering.
bay	Lorbeer	In Tuscany the castello style is set against subtle shades of green, with olive trees, pines and bay trees endowing the slopes with charm and elegance, casting a distant, composed gaze down from the vantage point as a thousand fragrances blend with the scent of the vines.
beam	Balken	Square beam , Wooden rod post , Sleepers, timber , Saw-timber , Ties wooden impregnated .
beam	Seite	On the Democratic side, the same sorts of hacks and PR men focused like a laser beam on the bad employment news of the George W. Bush years, ignoring the good news about output and productivity.
beam	Träger	"The worldwide known ""Peiner Träger"" (Peine beam), a parallel wide-flange-beam, was developed here, patented and presented for the first time in 1914."
beat	Runde	At the 22 June event in Ayrshire, organizers hope to beat the record for the most golfers to complete a round of the game on a single course in 24 hours.
beat	klopfen	The beat on specific parts of the foot produces vibes climbing up the whole body.
beat	prügeln	"These attempts earned Kirk only japes and mockery, and finally Kirk had enough – he chased down Finnegan and ""beat the tar out of him"" – something he'd been longing to do for years. During their fight, Finnegan offered a valuable clue in his statements, ""''Kinda makes up for things, huh Jim?"
beat	rühren	Moreover, the horrifying war scene in the Caucasus offers the average Russian politician the chance par excellence to beat the popular national drum, especially in the run-up to the Duma elections.
beat	schlagen	Knead or rather beat the dough very well until it is covered with bubbles and then leave it in a hot place at a maximum of 35 degrees for 15-20 minutes to rise.
bed	Bett	A: A double room has one double bed. A twin room has two single beds.
bed	betten	- Furnished with pots and plates with washing-basin, refrigerator, gas stove, dinette (with the possibility to be changed into a double-bed), double bedroom, and bedroom with two single beds, covered and pillows, bathroom with lavatory and warm shower, veranda and outdoor table and chairs, car-parking (linen is not supplied).
bed	pflanzen	When hemorrhoids are painful indicated bed rest, massage gently on the abdomen with ointments from plants (marigold, candles, black poplar buds, horse chestnut extract and propolis -20% in Vaseline).
behind	hinterher	Whether we look at Albania or at the situation in the Democratic Republic of Congo, we see Europe - where it actually manages to do anything at all - trailing permanently behind.
below	im Folgenden	But below we will try and explain all of this as briefly and as simply as possible.
below	unterhalb	When a low amount of material is applied, Transfersomes® distribute in the skin below the stratum corneum.
bend	Biegung	Revelation given through Joseph Smith the Prophet, on the bank of the Missouri River, McIlwaine’s Bend, August 12, 1831. HC 1: 202–205.
bend	Bogen	Moreover, we realize also 180°, 90°, 45° and 30° black steel elbow, delivery bend and elbow for motor pump.
bend	Kehre	A few minutes after this we reach a detour on the right, climbing the hill to Vitozza which we reach, taking care to take the sharp bend on the right.
bend	Kurve	Practise proper acceleration after the bus stop chicane in Spa and controlled braking from a high speed during approaching liken at the Monaco Loews bend.
bend	verbiegen	Drag and drop Ben10 and let him bend as you like !
benefit	Unterstützung	If I may briefly refer to bilateral and multilateral cooperation, for which I do not want to take the credit, these initiatives which often benefit from WEU support must also be praised.
benefit	zugute kommen	Research excellence by universities and also, of course, by industry will benefit the wider society.
besides	abgesehen von	Besides believing that food security is a basic human right, I also regard agriculture as a strategic sector which is absolutely essential to the future of our continent.
besides	außer	Marunadas , besides the good entertainment , offer a real feast for the gourmets : chestnut cakes and desserts based on the oldfashioned home-made recepies .
besides	obendrein	And besides, numerical climate model forecasts for e.g. southern regions of Germany show a trend towards only slightly warmer, but considerably dryer summers.
besides	überdies	Besides, the EU does not have any competence in the area of housing, and so the statistics obtained on housing, contrary to other data, cannot serve to support the implementation of existing policies, unless the results are intended to serve as a possible catalyst for introducing a new common housing policy.
best	erste	We publish the best photos from our web gallery every month and a monthly winner is announced.
best	schlagen	The objective of the game is to get the best possible five-card poker hand and beat the dealer´s hand.
bet	wetten	As such, an Affiliate will continue to receive the minimum Revenue Share in respect of previously-introduced Players for such time as those Players continue to bet, or play, on the relevant Site.
better	günstiger	And now not only is TomTom quoted on the stock exchange, but countless other providers have been surprised by a new navigation system that is much better, more economical and - for the time being - totally free of charge: Nav4All.
better	lieber	Our response to rural decline has come late in the day, but I suppose better late than never.
better	übertreffen	Being better than your opponent. It's one of life's basic struggles, repeating itself over and over again.
bill	Entwurf	However, this bill has yet to be passed by the French government.
bill	Schein	But I myself have been unable to use this bill for weeks, even here in Strasbourg or in Brussels, to pay for anything.
bill	Schnabel	Merritt, Barbara B., Barbara Jacksha, Barbara Riddle-Dvorak, Barbara Sirois Doyle, Becky Wilkinson, Ben Helsley, Ben Sharpton, Benjamin J. Newland, Benjamin Rittgers, Berry-Price Family, Beth Jones Henkel, Beth Terrell, Bethany Muinch, Betsy A. Riley, Bette Houtchens, Betty Glasgow Hanawa, Bev Rakes, BeverageMaiden, Beverly Joy Taubl, Bianca, Big Bob, Bill Weinberger, BipolarChick, Birrell Walsh, BitBox, BlondeDrgn, blueg1 (Tom), Bluetangent, Bo Strömberg, Bob Cadorette, Bob Cthulhu, Bob Edwards, Bob Hicks, Bob Moseley, BoBFiSh, Bonnie Benson, born2respawn, Boston Boyos, bpunkert, Brad Cox, Brand Gamblin, Brandelion, Brandice Schnabel, Brandy Ackerley, Bren, Brenda Mantz, Brenna Griffin, Brian B., Brian J. Clark, brian.never.ends, Brianna R., Bridget P. Haines, Brightbear, Britt Mitchell, Brittany C, Brittany Robertson, Bruce Jensen, Bruce Jensen, Bruce Sparks, Bryan Garfoot, Bryce Beesley, Bryce Ellicott, Bryony King, Buffalo Tales Magazine, C. A. Bridges, C. I. Fautsch, C.H.
bill	Vorlage	I voted to reject the similar bill two years ago and, as a British Member, I am going to do the same again this week.
bill	Zeche	But some day, the US may well have to pay the bill for its spendthrift ways.
bite	Happen	The master angler stood to one side, wringing his hands anxiously, as Revilgaz took a tentative bite.
black	böse	We believe that the text remains excessively one-sided, containing too much simplistic and inflexible analysis, a black and white approach left over from the cold war, with its 'good guys' and 'bad guys', and a measure of inability to grasp properly the complex historical, cultural and religious realities which a resurgence of Communist ideology has caused to resurface and which nevertheless now form the very heart of the problem on which an agreement is being sought.
blame	verdenken	And who could blame them?
blaze	Brand	After a blaze in 1507 rebuilt in late Gothic style.
blend	mischen	In Tuscany the castello style is set against subtle shades of green, with olive trees, pines and bay trees endowing the slopes with charm and elegance, casting a distant, composed gaze down from the vantage point as a thousand fragrances blend with the scent of the vines.
blend	passen	Replace them with your own buttons, if they don´t blend with your template.
blend	vermischen	Beautiful tourist destination where folklore and sea blend together giving visitors the culture and relax at the same time: after a long day at the beach, stroll along the seafront of the town, or between the squares and ancient buildings pastel color is a unique and attracting experience.
blend	verschmelzen	The earthly tones and sounds get blurred, echoing in a surreal space, sounds from beyond and beneath the earth blend into a psychedelic experience. The wall between this and the other world becomes elusive and partly disappears.
block	Stein	This is the stumbling block.
block	blocken	Cloud Sprite can block only creatures with flying.
block	blockieren	We were able to block the convoy and rescue the animals.
block	im Wege stehen	The problem is that even if future Palestinian leaders want to resolve the issues that block peace with Israel, doing so will be far more difficult than it would have been for Arafat.
block	nehmen	Walk around the block to the big red building.
block	sperren	Now you can change this so you can copy the address afterwards and for example block it in the hosts file.
block	versperren	96 damaged ships are stranded in the Rhine mooring areas and nine wrecks block the Ruhr mouth.
bloom	Blühen	That is why we opposed concentrating heavily on large networks and network structures, because we want to promote the small and medium-sized entities and activities performed by individuals; because we want to see thousands of flowers bloom.
bloom	Blüte	ATM break-ins by using an ATM Skimmer began to bloom some time this.
bloom	blühen	In the words of a dead Chinese philosopher: ' We have seen a hundred flowers bloom' .
blow	Stoß	Of all countries, Germany – which can almost be termed the inventor of the European Common Foreign and Security Policy – has now dealt that policy its most dangerous blow thus far.
blow	Streich	The recent trial and conviction, in a national court, of former Guatemalan President General Efraín Ríos Montt on charges of genocide and crimes against humanity is only the latest blow against the impunity that previously protected high officials responsible for atrocities.
blow	fliegen	This is a generation where the irresponsible are in charge. This is a generation that knowingly lets populations slowly poison themselves with contaminated blood, that builds nuclear power stations knowing full well that one day they will blow up in our faces, and that would rather fly bombers over innocent crowds to detract from their sexual dalliances and conceal them.
blow	sprengen	Let us also remember the failed attempt to blow up a plane flying to the USA, as well as threats against embassies in Yemen.
blunt	direkt	Some may find the language in my report blunt and it is certainly intended to be clear and unambiguous.
blunt	geradeheraus	on behalf of the ALDE Group. - Mr President, let us be very open and blunt about this: what we have seen in recent weeks on this issue has been shameful - Italy issuing temporary residence permits to refugees from Tunisia, then France reacting by reintroducing internal border checks, as if the European Union had suddenly ceased to exist.
book	Block	The fact that they are also being maligned by the former Foreign Minister, the socialist Mr Tobback, I see as nothing short of scandalous, because it was not the police force and not even the Vlaams Blok , but the socialist Mr Tobback, the big boss of the socialists who are here today, who described the refugees, and I quote from his book 'Black on White', as 'gulls who come to rest on a rubbish tip here because that is easier than fishing at home or farming the land'.
book	Buch	After a day of sightseeing, head to the Pulitzer's library, where you can relax with a book on the inviting sofas.
book	anmelden	Would you like to register for an event, order a book or do you need some general information?
book	aufnehmen	I agree that we in this Parliament should get it onto the statute book as soon as possible.
book	buchen	Are you going to book 3 or more rooms?
book	sorgen für	Book your desired date in your favorite Hotel up to one year in advance!
book	verpflichten	But I am very aware that the accession states have recently negotiated legislation in their own countries to put the on to their statute book, and that included a period of data exclusivity of six years.
book	vorbestellen	Alternatively we can book a taxi service for you.
boost	Verstärkung	The ideal boost for DHEA and melatonin to prevent many symptoms of aging.
